ACD_ID,HEADLINE,INDUSTRY
41000,Senior Manager at Accenture,Information Technology and Services
41109,Internet,Internet
42359,Group Manager of many SAP Focus Groups  300K SAP connections!!! .5M SAP resumes!!!,Computer Software
42373,Sap Basis Consultant at F-Group,Consumer Electronics
42401,Senior Technical associate,Information Technology and Services
42424,systems Analyst at Accenture,Security and Investigations
42433,"Manager at Accenture Saudi Arabia... Currently in MI, US working as lead Application Specialist",Information Technology and Services
42439,Associate Software Developer  Corporate Client Technologies at Morgan Stanley,Information Technology and Services
42465,Senior Consultant (SAP WM/MM/LE/SD Logistics) at Infosys Technologies,Information Technology and Services
42471,Validation Project Manager at Bayer HealthCare,Pharmaceuticals
42508,SAP Solution Manager & QA Test Lead at eBay,Information Technology and Services
42512,Sr IT Analyst,Information Technology and Services
42528,Student at Northeastern Illinois University,Computer Software
42529,Head of Datacenter Ops & IT Infra services,Information Technology and Services
42546,Managing Partner  Specializing in: | SAP GRC Access Control | SAP GRC Process Control | SAP Security and Role Design,Information Technology and Services
42550,SAP Basis / Security / DBA Manager at Alexion Pharmaceuticals,Information Technology and Services
42555,FICO Analyst  at Fiserv,Information Technology and Services
42587,Project Manager at Infosys,Information Technology and Services
42592,Associate Vice President and SAP Practice Manager at Infosys,Information Technology and Services
42593,Sr. Consultant at Infosys,Information Technology and Services
42609,Informatica Consultant at Shire Pharmaceuticals,Information Technology and Services
42617,Master of Science Information Technology Student at Marymount University,Information Technology and Services
42618,Senior Architect at Wipro Technologies,Information Technology and Services
42619,Value Engineer at TRW,Automotive
42637,Solution Architect,Information Technology and Services
42640,Senior IT Recruiter at The Fountain Group,Information Technology and Services
42712,"Associate Director , US ,Strategic Planning & Projects",Pharmaceuticals
42720,Associate at Mu Sigma,Retail
42762,SAP SME,Information Technology and Services
42768,Sr. Compliance Engineer at Vita-Mix Corporation,Information Technology and Services
42777,Senior BPM Consultant at Capgemini,Information Technology and Services
42778,Principal Consultant (SAP BASIS / SECURITY),Computer Software
42797,Senior Oracle DBA,Information Technology and Services
42803,International Business Management,International Trade and Development
42837,Senior Technology Architect at Infosys Limited,Information Services
42838,SAP Security/Basis Consultant at Infosys,Information Technology and Services
42840,Senior Manufacturing & Technology Consultant,Mechanical or Industrial Engineering
42848,Sr. SAP Basis/Security Administrator at Fresenius Medical Care,Medical Devices
42862,Lead IT Developer at The Home Depot,Information Technology and Services
42868,Member Of Technical Staff at VMware,Computer Software
42869,"Principal Consultant, SAP Practice at Infosys",Information Technology and Services
42889,"Director, SAP Technology Platform, SAP CoE",Pharmaceuticals
42926,SAP Certified CPA   FI/CO Lead consultant,Information Technology and Services
42936,SAP Basis Lead at Novartis (External Consultant ),Information Technology and Services
42939,EA,Information Technology and Services
42945,Programmer Analyst at Apple,Information Technology and Services
42948,TIBCO Technical Specialist at Cognizant Technology Solutions,Information Technology and Services
42955,Technical Recruiter at Makro Technologies Inc.,Staffing and Recruiting
42969,Industry Principal at Infosys Limited,Information Technology and Services
42984,SAP Sr. Principal Consultant at NTT DATA Americas,Computer Software
43001,Recruitments Lead – Team ERP,Staffing and Recruiting
43019,Talent Acqusition at SunXchange Management Consultants Pvt. Ltd.,Outsourcing/Offshoring
43041,PhD Candidate at University of Southern California,Management Consulting
43062,Sr SAP FICO/FSCM/TR consultant,Information Technology and Services
43071,Structural Engineer at Stantec,Civil Engineering
43074,Civil Engineer at Teng,Civil Engineering
43081,SAP Security Consultant at Accenture (Currently working at client Abdul Latif Jameel in Saudi Arabia),Information Technology and Services
43083,"Manager, Global Infrastructure Apps",Food Production
43095,Currently Looking for Performance Test/Lead assignments in and around California.,Information Technology and Services
43097,Director of Recruiting  ERP / Cloud at K2 Partnering Solutions,Human Resources
43152,SOFTWARE ONLINE TRAININGS at cozytechs,Information Technology and Services
43173,Consultant Cognizant Business Consulting,Information Technology and Services
43180,"SAP Security (R/3, HR, BI, GRC) Consultant at L&T Infotech",Information Technology and Services
43187,SAP  Service Delivery Lead,Information Technology and Services
43210,SAP Architect at Copart,Information Technology and Services
43221,SAP Security Consultant at Baker Hughes,Information Technology and Services
43226,"Program Manager (SAP), Infosys",Computer Software
43238,QA Analyst,Information Technology and Services
43239,Professional Technical Recruiter at ITEN  Corporation,Information Technology and Services
43284,Sr. Business Analyst/ Project Manager,Information Technology and Services
43302,Senior Staff IS Analyst,Oil & Energy
43305,Senior Project Manager at Infosys Ltd,Information Technology and Services
43312,Team Lead  Recruitments at Vensai Technologies Inc,Information Technology and Services
43317,SAP ISU/CRM Consultant,Information Technology and Services
43338,SAP TM Lead Consultant,Information Technology and Services
43340,"SAP Basis Consultant at Alcon Laboratories, Inc.",Information Technology and Services
43341,"Certified SAP (SD) Order To Cash, Project System Senior Consultant",Information Technology and Services
43342,SAP Integration Lead,Information Technology and Services
43344,Sr. ABAP Developer at Tractor Supply Company,Information Technology and Services
43375,Sr Architect Fusion Applications  at Cognizant Technology Solutions,Information Technology and Services
43388,Corporate Hiring  On extended leave of absence,Staffing and Recruiting
43414,Subject Matter Expert ~ SAP Technical/Netweaver,Information Technology and Services
43441,"Vice President, Business Solutions at Firmenich",Chemicals
43444,Advisory Manager  SAP Basis at PwC,Information Technology and Services
43450,SAP SD CRM Lead,Information Technology and Services
43461,SAN Storage Ops Spcl at EMC Global Services,Computer Networking
43482,Sr.Consultant CTS,Retail
43485,Online training by Nityatechnologies at NityaTechnologies,Information Technology and Services
43502,SAP Online Training +1 908 248 6027/+91 9885097234,E-Learning
43519,SAP BI/BOBJ Consultant; Security Specialist,Computer Software
43524,Sales and Marketting at Advit Consulting,Computer Networking
43527,"SAP Governance, Risk and Compliance at Pfizer",Information Technology and Services
43539,"Manager, Finance Transformation at AIG Property and Casualty",Insurance
43564,Senior Business Analyst  Manufacturing / Engineering / Quality for NextGen ERP Program at Cummins DBU,Information Technology and Services
43951,Financial Analyst at Caparo Financial Solutions Limited,Financial Services
43976,"VP, Tech Manager Consumer Banking Products",Financial Services
43984,Sr Recruiter at Technisource (A Randstad Company),Information Technology and Services
43994,Urban Planner,Architecture & Planning
43999,Information Technology and Services Professional,Information Technology and Services
44038,Student at Olin Business School  MS in Supply Chain Management class of 2014,Telecommunications
44045,HCL  Technologies Ltd.,Computer Software
44074,Talent Acquisition  Team Lead at Mamsys Consulting,Information Technology and Services
44083,MBA Candidate Columbia Business School,Investment Management
44091,"Sr. Manager, Life Sciences Sales",Information Technology and Services
44184,Senior Engineer at STMicroelectronics,Semiconductors
44204,noname,
44224,"PGY -2 , Neurology St. louis University",Hospital & Health Care
44239,Graduate student at San Jose State University,Computer Software
44251,Program Manager at EMC,Program Development
44253,Student at University of Illinois Springfield,Information Technology and Services
44257,Information Systems Leader,Information Technology and Services
44273,Graduate Teaching and Research Assistant at Syracuse University (Email: spsabnis@syr.edu),Computer & Network Security
44278,Information Technology and Services Professional,Information Technology and Services
44307,Computer Operator at United Health Group,Insurance
44317,Senior Software Engineer at Accenture Technology Solutions,Computer Software
44329,"Project Analyst, PMO at City of Hope",Information Technology and Services
44334,"Manager, Application Management  at Iron Mountain",Hospital & Health Care
44341,B2B and EEMS OM Service Manager at United Health Group,Insurance
44346,"Sr. Director, Transactional Systems at  Insurance Solutions, UnitedHealthcare",Pharmaceuticals
44352,Systems Analyst at Accenture,Information Technology and Services
44359,Manager at Accenture Technology Solutions,Information Technology and Services
44376,Applications Development Lead at UHG,Insurance
44386,"Director of Applications at Trion, CSM",Information Technology and Services
44398,Manager Applications Development United Health Group,Information Technology and Services
44422,Assoc IT Sys Mgmt Analyst II at UnitedHealthcare,Insurance
44442,"Registered Nurse at Lincoln Park Care Center, NJ",Hospital & Health Care
44444,Configuration Management at UnitedHealth Group,Information Technology and Services
44455,IT Project Manager at UnitedHealth Group,Insurance
